episode,max_tile,episode_reward,episode_steps
11824,1024,11072,727
11825,512,7000,503
11826,1024,10168,664
11827,512,6480,600
11828,256,3688,296
11829,256,3032,348
11830,256,3376,274
11831,512,5188,338
11832,128,1768,173
11833,512,5332,424
11834,512,7388,474
11835,256,3316,243
11836,1024,10092,545
11837,512,7312,686
11838,512,6872,463
11839,256,3072,240
11840,1024,11764,865
11841,512,5388,354
11842,1024,11148,733
11843,1024,15736,959
11844,512,6768,698
11845,512,6588,424
11846,1024,11892,741
11847,512,6188,401
11848,128,1684,210
11849,512,6288,437
11850,512,5456,382
11851,1024,11204,721
11852,1024,12568,871
11853,512,6864,464
11854,512,7172,470
11855,512,6988,470
11856,256,3348,294
11857,1024,14068,855
11858,512,6840,435
11859,512,7192,676
11860,256,3716,287
11861,512,6980,636
11862,512,7020,538
11863,256,2484,227
11864,512,6896,447
11865,512,7064,573
11866,512,5336,434
11867,1024,11896,824
11868,512,6488,467
11869,512,7108,511
11870,512,6880,477
11871,512,5320,341
11872,512,7384,487
11873,512,7004,567
11874,512,4916,325
11875,256,3108,248
11876,512,5328,379
11877,1024,11916,761
11878,512,7816,520
11879,512,6060,371
11880,512,6784,549
11881,512,6924,594
11882,512,5488,379
11883,512,4996,388
11884,256,3312,478
11885,256,3192,312
11886,2048,19964,1083
11887,256,3016,271
11888,1024,10120,591
11889,128,1276,234
11890,512,7332,532
11891,512,9040,594
11892,1024,13508,825
11893,512,7076,454
11894,512,6552,414
11895,512,5284,362
11896,128,1556,148
11897,512,5260,342
11898,512,6084,391
11899,1024,10292,636
11900,256,2256,211
11901,512,5616,651
11902,512,5248,348
11903,1024,11960,863
11904,256,3376,386
11905,256,2916,228
11906,1024,10100,962
11907,512,6868,438
11908,1024,11860,744
11909,512,6984,455
11910,256,2876,221
11911,256,3016,249
11912,1024,11876,721
11913,1024,15092,959
11914,1024,9548,572
11915,1024,11796,782
11916,1024,13456,1036
11917,512,6888,646
11918,256,2944,269
11919,512,5608,614
11920,256,2972,312
11921,128,2032,245
11922,512,6272,414
11923,256,2372,287
11924,256,3028,265
11925,1024,15588,857
11926,256,3068,237
11927,256,3020,234
11928,512,5332,378
11929,512,6284,406
11930,512,7816,582
11931,512,4608,345
11932,512,5580,500
11933,512,6292,455
11934,512,7664,748
11935,512,5012,346
11936,512,6892,448
11937,512,6392,443
11938,512,6676,619
11939,512,6280,426
11940,256,3464,307
11941,512,6780,487
11942,512,7072,498
11943,256,3112,268
11944,256,2920,218
11945,1024,13952,900
11946,512,4544,294
11947,512,7128,503
11948,512,6180,403
11949,256,2964,232
11950,512,6820,455
11951,512,6856,491
11952,512,7232,687
11953,512,6880,506
11954,1024,10292,678
11955,512,6816,474
11956,1024,14460,1013
11957,1024,10376,605
11958,512,6240,600
11959,1024,13472,800
11960,512,8552,563
11961,1024,12528,1003
11962,1024,12700,694
11963,512,6912,593
11964,256,3308,278
11965,512,6632,435
11966,512,7072,787
11967,512,4764,310
11968,256,3076,239
11969,1024,13736,889
11970,256,3480,332
11971,512,6828,434
11972,256,3080,257
11973,512,6240,502
11974,512,4544,329
11975,512,5188,420
11976,1024,15708,1280
11977,512,7012,751
11978,512,6188,447
11979,256,3068,257
11980,256,4692,369
11981,1024,16796,1434
11982,1024,10180,585
11983,1024,10444,602
11984,512,6880,439
11985,256,3624,307
11986,1024,11732,884
11987,256,2944,227
11988,256,3288,269
11989,512,6944,514
11990,512,6896,451
11991,512,5240,355
11992,1024,14164,840
11993,1024,11744,685
11994,512,7096,504
11995,128,1316,132
11996,1024,12268,684
11997,512,7592,539
11998,512,6612,429
11999,1024,11916,678
12000,512,6904,474
12001,512,5224,396
12002,1024,15000,909
12003,512,5052,331
12004,512,6972,492
12005,512,6896,441
12006,512,7124,567
12007,512,5240,346
12008,512,7268,715
12009,512,7196,510
12010,1024,13620,873
12011,256,3104,258
12012,512,6824,517
12013,128,2316,259
12014,512,6872,604
12015,512,4432,280
12016,1024,15896,982
12017,512,6256,490
12018,256,2928,222
12019,512,5512,373
12020,512,6568,455
12021,512,6892,445
12022,1024,11556,727
12023,512,7080,489
12024,512,6572,433
12025,512,7240,510
12026,1024,11936,694
12027,1024,12036,684
12028,256,2996,242
12029,512,7036,571
12030,1024,14952,895
12031,512,6916,448
12032,256,4676,440
12033,1024,11956,747
12034,512,6292,451
12035,512,4932,349
12036,1024,11852,709
12037,512,8540,563
12038,1024,11604,728
12039,1024,12160,746
12040,512,6976,571
12041,512,5488,376
12042,1024,11880,669
12043,512,7224,533
12044,1024,11788,724
12045,512,4536,299
12046,128,1640,154
12047,1024,10104,582
12048,512,6196,423
12049,512,7320,635
12050,512,7232,599
12051,512,6180,408
12052,512,6920,631
12053,512,6948,528
12054,1024,15272,858
12055,512,5172,330
12056,512,5016,332
12057,1024,10108,544
12058,512,5376,384
12059,512,6900,489
12060,256,3012,330
12061,512,6832,478
12062,256,3168,316
12063,512,4564,292
12064,1024,13324,904
12065,512,7016,667
12066,512,6856,542
12067,1024,13832,769
12068,256,2976,241
12069,128,1300,127
12070,512,6944,460
12071,512,6336,541
12072,512,6252,437
12073,256,3664,286
12074,1024,11080,715
12075,1024,15660,1304
12076,256,2704,211
12077,1024,11868,702
12078,512,6992,492
12079,512,5588,417
12080,256,3360,292
12081,512,6684,413
12082,1024,10224,568
12083,512,6940,481
12084,512,7560,501
12085,1024,11928,928
12086,1024,11124,604
12087,1024,12092,732
12088,512,6676,492
12089,512,6960,510
12090,512,5580,442
12091,512,5524,466
12092,512,4604,309
12093,512,7672,643
12094,512,6456,415
12095,512,7372,517
12096,256,3280,259
12097,512,5900,388
12098,512,9072,558
12099,256,2908,242
12100,512,8416,873
12101,1024,15076,976
12102,512,7508,539
12103,1024,11816,651
12104,512,5488,347
12105,1024,13812,777
12106,1024,14096,1072
12107,1024,10520,655
12108,1024,11848,827
12109,256,3328,337
12110,256,2304,188
12111,1024,11560,799
12112,512,5632,451
12113,1024,14196,900
12114,512,7984,545
12115,512,5172,416
12116,1024,13796,748
12117,512,6904,450
12118,512,6916,473
12119,1024,14068,768
12120,512,9252,570
12121,256,2212,172
12122,256,3548,440
12123,512,7040,490
12124,256,4848,427
12125,1024,11968,855
12126,512,7212,522
12127,256,3656,345
12128,512,5916,392
12129,1024,10996,592
12130,512,5476,388
12131,1024,12200,802
12132,1024,12080,724
12133,1024,11360,651
12134,2048,20032,1035
12135,256,3028,280
12136,256,3096,260
12137,1024,15844,1086
12138,512,5504,370
12139,1024,11240,664
12140,128,1428,142
12141,256,2240,177
12142,256,3084,247
12143,128,1992,177
12144,1024,9868,527
12145,1024,13496,847
12146,256,2296,181
12147,512,5500,398
12148,512,5200,338
12149,1024,15380,1000
12150,1024,10624,606
12151,512,5312,564
12152,1024,11348,890
12153,512,6976,445
12154,256,3236,349
12155,1024,12696,902
12156,256,3100,268
12157,512,5904,368
12158,1024,12768,705
12159,512,5288,342
12160,512,6696,496
12161,512,6076,383
12162,256,2952,332
12163,256,3652,272
12164,256,2944,245
12165,512,7280,650
12166,512,7304,544
12167,128,2152,193
12168,256,3764,331
12169,512,6544,413
12170,512,6940,595
12171,512,6304,480
12172,256,2932,235
12173,512,6236,412
12174,512,7236,715
12175,256,2988,230
12176,512,6524,507
12177,512,6608,417
12178,512,5300,391
12179,512,6144,392
12180,1024,12568,784
12181,1024,12440,704
12182,1024,11852,852
12183,512,6624,421
12184,1024,10200,651
12185,256,3664,299
12186,512,6980,486
12187,512,7140,590
12188,512,6776,564
12189,1024,15032,961
12190,1024,11400,771
12191,256,3452,407
12192,1024,13912,1012
12193,512,7240,679
12194,512,5204,348
12195,1024,15048,904
12196,512,5124,364
12197,512,5500,840
12198,256,3116,246
12199,1024,11372,683
12200,256,3372,289
12201,256,2680,205
12202,1024,9900,628
12203,1024,14068,932
12204,512,4548,298
12205,512,6496,500
12206,512,5272,382
12207,256,2680,205
12208,128,1664,187
12209,512,6628,435
12210,256,2352,213
12211,512,6948,465
12212,512,4984,329
12213,256,2956,229
12214,512,6228,409
12215,1024,9232,507
12216,1024,11828,875
12217,1024,10208,688
12218,512,7116,514
12219,512,6320,457
12220,512,6732,446
12221,512,7128,671
12222,1024,11212,671
12223,256,2584,210
12224,512,6860,433
12225,256,2256,178
12226,1024,10316,648
12227,1024,12124,706
12228,2048,20408,978
12229,512,7244,541
12230,512,4776,344
12231,512,5196,326
12232,512,6596,544
12233,512,5268,579
12234,512,7020,495
12235,512,6740,557
12236,512,6192,398
12237,512,6376,474
12238,512,6860,550
12239,256,3116,251
12240,512,6916,624
12241,1024,14072,761
12242,512,6876,440
12243,1024,11072,628
12244,512,5920,512
12245,256,2272,214
12246,512,5328,470
12247,1024,13824,941
12248,512,6736,452
12249,256,3032,253
12250,512,6680,426
12251,512,7004,485
12252,1024,13216,813
12253,256,4012,543
12254,512,4520,287
12255,512,4216,266
12256,512,5192,421
12257,256,3084,302
12258,256,3676,360
12259,512,5196,373
12260,1024,12048,850
12261,512,7560,479
12262,512,7296,535
12263,1024,14112,900
12264,256,3080,235
12265,512,6820,429
12266,256,3064,241
12267,512,5440,361
12268,512,7332,486
12269,512,4856,316
12270,512,6164,443
12271,512,7016,605
12272,128,1516,244
12273,512,6168,422
12274,512,6772,461
12275,1024,12348,795
12276,512,5188,409
12277,1024,10004,566
12278,512,9196,681
12279,1024,11844,658
12280,512,6888,587
12281,512,5508,370
12282,512,6944,505
12283,256,3428,436
12284,512,6680,473
12285,256,3884,594
12286,512,7864,507
12287,512,6564,572
12288,256,2692,336
12289,1024,9564,527
12290,256,3072,238
12291,1024,10936,654
12292,1024,14644,925
12293,512,4180,256
12294,512,6028,424
12295,512,4904,395
12296,512,6760,484
12297,512,6476,444
12298,1024,15700,886
12299,512,5204,396
12300,1024,14128,906
12301,512,7020,496
12302,256,2944,313
12303,256,3056,262
12304,1024,10216,573
12305,256,2808,266
12306,128,1468,152
12307,256,2292,231
12308,1024,14156,1265
12309,512,6100,426
12310,1024,10096,767
12311,1024,12000,727
12312,256,3192,278
12313,256,3312,292
12314,512,6820,430
12315,512,9196,735
12316,512,6500,594
12317,256,3276,267
12318,512,9784,631
12319,512,6312,486
12320,512,5872,411
12321,512,6976,561
12322,512,6888,541
12323,1024,11764,804
12324,512,6744,601
12325,1024,11840,1191
12326,512,6632,452
12327,512,5276,354
12328,512,6772,532
12329,512,7572,654
12330,512,5548,440
12331,1024,11868,931
12332,512,7628,705
12333,1024,12548,801
12334,512,6872,537
12335,512,8744,717
12336,512,5788,423
12337,512,5272,356
12338,256,3104,331
12339,1024,10156,661
12340,512,6872,440
12341,128,1260,123
12342,512,5964,431
12343,1024,11820,666
12344,512,6276,409
12345,256,2992,263
12346,512,5488,479
12347,1024,11848,851
12348,512,6992,544
12349,1024,10904,670
12350,512,7004,510
12351,512,4604,292
12352,512,5908,369
12353,256,2992,235
12354,512,6996,847
12355,512,6904,448
12356,512,7012,462
12357,1024,11892,684
12358,256,2956,267
12359,512,4760,429
12360,512,6960,524
12361,512,5092,354
12362,512,6132,410
12363,256,2632,192
12364,512,6224,488
12365,1024,12064,881
12366,512,6720,638
12367,1024,11192,696
12368,1024,11788,666
12369,512,6632,426
12370,256,3108,268
12371,512,5524,372
12372,1024,10156,574
12373,512,6868,438
12374,512,5484,522
12375,256,3128,252
12376,512,9156,764
12377,512,6240,400
12378,512,6524,440
12379,256,2968,230
12380,512,7000,491
12381,512,6844,478
12382,512,5184,364
12383,512,8512,552
12384,1024,11528,865
12385,512,6176,416
12386,512,9304,859
12387,512,5824,381
12388,256,3112,252
12389,1024,13740,779
12390,512,6348,413
12391,256,2364,192
12392,128,1596,161
12393,512,9276,649
12394,512,6096,385
12395,1024,11988,870
12396,1024,14220,926
12397,512,6948,453
12398,256,3060,285
12399,1024,10464,662
12400,256,3060,237
12401,256,3096,241
12402,512,8984,605
12403,512,5312,454
12404,128,1004,104
12405,1024,11808,653
12406,512,5228,374
12407,512,6672,444
12408,512,7220,460
12409,512,6980,484
12410,1024,13604,762
12411,1024,11832,692
12412,2048,20272,939
12413,512,7064,491
12414,512,6856,469
12415,1024,9616,528
12416,256,3020,231
12417,1024,10148,686
12418,128,1280,153
12419,512,6256,397
12420,256,3136,364
12421,1024,12064,915
12422,512,7108,457
12423,512,6280,430
12424,512,5864,359
12425,512,8028,552
12426,1024,11624,659
12427,256,4040,289
12428,512,7088,456
12429,512,7012,570
12430,128,1216,135
12431,512,5348,409
12432,1024,11696,660
12433,512,7200,480
12434,512,4488,300
12435,512,7092,603
12436,256,2916,220
12437,128,1656,168
12438,1024,15408,922
12439,512,6312,541
12440,1024,14312,1030
12441,256,2868,221
12442,512,6156,386
12443,512,6948,476
12444,512,5172,728
12445,512,7624,570
12446,256,3068,259
12447,1024,11528,727
12448,256,3120,264
12449,1024,9876,581
12450,512,6932,463
12451,256,4084,478
12452,128,2356,205
12453,1024,11952,854
12454,1024,11620,695
12455,512,9556,699
12456,512,5140,361
12457,256,2996,230
12458,512,8696,638
12459,512,6396,410
12460,512,7080,585
12461,512,5356,439
12462,256,3456,295
12463,512,5316,351
12464,512,6756,452
12465,1024,11852,703
12466,1024,13432,926
12467,512,7136,459
12468,512,5320,427
12469,512,6632,520
12470,512,5200,335
12471,512,6896,468
12472,512,8012,567
12473,512,6112,399
12474,64,864,100
12475,1024,13176,789
12476,512,6904,454
12477,256,2364,190
12478,256,3012,237
12479,512,6132,472
12480,1024,10616,617
12481,512,6920,740
12482,512,6888,440
12483,1024,13464,859
12484,256,2980,233
12485,256,3392,477
12486,512,7064,531
12487,512,5060,326
12488,512,9180,821
12489,512,7752,550
12490,512,5928,547
12491,512,6980,469
12492,512,6112,379
12493,256,2520,214
12494,512,6776,434
12495,512,7224,633
12496,512,7000,600
12497,1024,10224,706
12498,512,6032,484
12499,1024,13732,748
12500,512,5652,455
12501,1024,14124,780
12502,512,6888,450
12503,512,5524,362
12504,512,6944,454
12505,512,7876,576
12506,1024,11920,877
12507,512,6968,497
12508,1024,15220,886
12509,512,6912,463
12510,1024,14388,860
12511,512,5264,352
12512,256,4640,355
12513,256,2720,214
12514,1024,15828,1212
12515,1024,9496,518
12516,256,3288,248
12517,1024,14784,1102
12518,1024,12368,880
12519,512,7908,566
12520,1024,13476,796
12521,256,3228,308
12522,1024,11956,734
12523,512,5204,436
12524,512,5240,337
12525,512,6904,441
12526,2048,20168,1072
12527,1024,11884,717
12528,256,3032,344
12529,256,3148,290
12530,512,6696,424
12531,512,6952,478
12532,1024,11648,643
12533,512,6896,443
12534,128,1816,290
12535,256,2996,238
12536,256,3108,294
12537,512,4668,387
12538,512,6872,436
12539,512,6032,385
12540,1024,13872,930
12541,512,6108,380
12542,256,3100,457
12543,512,6596,579
12544,128,1224,118
12545,512,5548,420
12546,512,7160,639
12547,256,4376,579
12548,512,4428,275
12549,1024,15196,937
12550,128,2308,240
12551,512,6920,596
12552,1024,11036,595
12553,512,7480,507
12554,512,6904,520
12555,512,6920,514
12556,512,7168,597
12557,256,2864,221
12558,256,4076,353
12559,512,5512,379
12560,1024,11852,729
12561,1024,12072,837
12562,512,6640,423
12563,512,5168,333
12564,256,2988,233
12565,1024,11980,794
12566,512,6812,523
12567,512,7648,530
12568,1024,14192,956
12569,1024,12176,1023
12570,256,3400,348
12571,256,2272,173
12572,512,6360,442
12573,128,1620,167
12574,1024,11296,697
12575,512,6212,437
12576,1024,10608,702
12577,512,9160,612
12578,1024,11844,660
12579,1024,15296,847
12580,512,7056,493
12581,512,6820,437
12582,1024,13928,895
12583,1024,9520,609
12584,512,6184,421
12585,1024,14572,936
12586,512,5628,411
12587,256,3112,290
12588,1024,15040,878
12589,512,5516,378
12590,512,6856,472
12591,256,3000,289
12592,1024,11508,664
12593,256,3132,321
12594,1024,13556,733
12595,512,5532,380
12596,256,2976,425
12597,512,6980,522
12598,512,6964,492
12599,1024,13596,739
12600,512,6864,511
12601,1024,11428,643
12602,512,6568,430
12603,512,7268,515
12604,1024,11972,678
12605,128,1384,133
12606,512,7140,472
12607,512,6804,438
12608,512,4788,334
12609,512,6528,412
12610,512,7004,501
12611,1024,10140,608
12612,512,5124,333
12613,1024,11164,911
12614,512,5380,520
12615,1024,14196,861
12616,1024,11376,641
12617,1024,10748,677
12618,1024,11856,728
12619,1024,13308,728
12620,1024,11048,649
12621,512,6896,734
12622,512,6680,503
12623,512,5960,426
12624,512,5296,347
12625,256,3780,328
12626,512,5828,421
12627,256,3136,299
12628,512,6736,542
12629,256,2656,204
12630,512,7008,452
12631,512,6280,456
12632,512,6568,411
12633,256,3000,310
12634,512,5256,366
12635,512,6004,397
12636,512,6168,417
12637,512,10108,634
12638,512,7032,518
12639,512,6172,428
12640,1024,11112,641
12641,512,6776,506
12642,1024,12068,685
12643,256,2976,230
12644,512,4500,332
12645,256,3136,293
12646,512,6852,480
12647,128,2300,333
12648,512,6884,453
12649,512,5384,451
12650,512,7608,556
12651,512,6580,422
12652,512,6992,548
12653,512,7096,521
12654,256,3696,376
12655,1024,11788,674
12656,1024,11920,801
12657,256,2948,264
12658,1024,10068,556
12659,512,6248,457
12660,512,4872,405
12661,512,6892,445
12662,1024,11920,754
12663,512,5908,541
12664,512,6460,484
12665,256,2256,180
12666,1024,11932,832
12667,128,1368,174
12668,256,3112,244
12669,512,7036,626
12670,128,1396,139
12671,256,3136,299
12672,256,3432,305
12673,512,7116,563
12674,512,6972,490
12675,1024,15772,1085
12676,1024,11840,804
12677,512,5192,380
12678,256,2940,261
12679,256,4048,311
12680,512,6764,441
12681,1024,11824,771
12682,1024,11972,742
12683,1024,11956,668
12684,256,3020,239
12685,512,6912,516
12686,512,6812,602
12687,1024,11288,721
12688,512,7020,536
12689,512,6260,405
12690,512,6500,409
12691,512,6672,466
12692,256,4684,411
12693,512,6748,545
12694,256,2768,226
12695,512,5284,356
12696,512,6428,732
12697,256,4708,360
12698,1024,10652,621
12699,512,6944,574
12700,512,5284,380
12701,512,7000,507
12702,512,6876,541
12703,1024,10212,628
12704,512,5348,398
12705,512,5996,392
12706,512,5484,461
12707,512,5480,433
12708,1024,12040,774
12709,1024,14820,932
12710,1024,11832,814
12711,512,8256,625
12712,1024,10520,615
12713,256,3080,277
12714,512,6168,433
12715,512,6844,453
12716,256,3212,266
12717,1024,11856,936
12718,1024,10064,585
12719,512,7688,974
12720,512,6992,481
12721,512,7092,627
12722,128,1016,117
12723,256,3012,248
12724,1024,11912,714
12725,1024,11944,844
12726,1024,11844,755
12727,128,2128,235
12728,1024,11272,861
12729,512,6904,488
12730,1024,10176,671
12731,256,4636,325
12732,512,4984,318
12733,1024,13716,836
12734,1024,11904,663
12735,128,1232,121
12736,1024,10432,596
12737,1024,11884,956
12738,512,5620,470
12739,1024,11612,842
12740,256,4664,402
12741,1024,10844,622
12742,512,8816,732
12743,512,6312,403
12744,512,6380,486
12745,1024,15200,839
12746,256,3700,370
12747,256,2976,282
12748,512,5340,342
12749,512,6892,478
12750,256,3996,492
12751,256,2944,225
12752,512,5280,436
12753,512,7128,466
12754,512,6992,582
12755,128,1536,155
12756,256,3016,286
12757,512,6844,454
12758,1024,14036,803
12759,512,7028,473
12760,512,6760,450
12761,512,6668,545
12762,1024,14340,812
12763,256,2608,214
12764,1024,12304,822
12765,512,7016,531
12766,512,6940,508
12767,512,5252,474
12768,512,7188,508
12769,512,7100,466
12770,1024,14104,910
12771,256,3688,482
12772,512,6840,430
12773,512,6972,450
12774,128,1500,150
12775,512,7584,592
12776,1024,13832,833
12777,1024,13944,883
12778,512,4848,346
12779,512,7444,601
12780,512,7020,485
12781,256,3664,282
12782,512,6724,503
12783,512,7896,599
12784,1024,13812,881
12785,512,6192,389
12786,1024,15728,1283
12787,1024,14120,848
12788,512,5104,325
12789,512,8392,562
12790,1024,10320,642
12791,1024,14024,791
12792,128,1276,138
12793,512,7896,633
12794,512,7036,510
12795,256,2980,240
12796,512,7904,557
12797,256,3104,308
12798,512,6856,472
12799,512,4504,331
12800,1024,11548,676
12801,512,6816,438
12802,128,1372,193
12803,1024,14452,1135
12804,1024,11840,741
12805,512,6640,493
12806,512,6736,442
12807,512,6840,526
12808,256,2240,188
12809,512,5504,483
12810,512,4516,298
12811,256,3284,260
12812,512,6048,374
12813,512,6940,446
12814,512,7068,567
12815,1024,11060,601
12816,512,6160,386
12817,512,5316,422
12818,256,3480,247
12819,512,6280,438
12820,512,5260,345
12821,1024,10320,721
12822,256,3056,288
12823,1024,12112,901
12824,512,6404,435
12825,1024,12008,832
12826,512,6840,449
12827,512,7084,451
12828,512,6780,585
12829,256,3836,397
12830,1024,11572,637
12831,256,2968,242
12832,256,2388,194
12833,512,8216,503
12834,512,8616,613
12835,512,8580,672
12836,512,6796,432
12837,512,8088,543
12838,512,7256,570
12839,1024,11876,919
12840,512,7000,676
12841,256,3772,321
12842,512,4504,303
12843,512,6892,450
12844,512,6360,413
12845,512,5896,440
12846,512,7180,579
12847,512,8204,561
12848,512,7048,487
12849,512,7548,619
12850,1024,14604,904
12851,512,6908,456
12852,256,4668,334
12853,512,7160,498
12854,1024,15200,1059
12855,512,6580,441
12856,256,2784,249
12857,512,7340,600
12858,512,6992,629
12859,1024,10232,579
12860,1024,11732,709
12861,512,5560,480
12862,512,6728,459
12863,512,7600,482
12864,512,5308,376
12865,512,9152,642
12866,1024,11896,726
12867,512,7368,491
12868,512,5896,450
12869,1024,11840,791
12870,512,6828,440
12871,512,7036,511
12872,512,6688,644
12873,256,3508,516
12874,512,6196,391
12875,512,6436,410
12876,1024,9824,526
12877,1024,11856,747
12878,512,6848,440
12879,512,6900,474
12880,512,5332,357
12881,256,4608,454
12882,256,2776,218
12883,512,5948,420
12884,512,6972,562
12885,128,1488,156
12886,512,7124,520
12887,512,7700,732
12888,512,6208,408
12889,1024,11956,1105
12890,1024,14628,888
12891,512,6592,483
12892,1024,10124,599
12893,256,3292,359
12894,2048,20032,930
12895,512,6336,397
12896,256,3076,246
12897,512,6808,474
12898,512,5376,356
12899,1024,11820,712
12900,512,7044,626
12901,512,5276,343
12902,256,2968,259
12903,512,6912,451
12904,1024,10448,707
12905,1024,14084,805
12906,256,3288,293
12907,1024,15040,907
12908,256,3784,342
12909,1024,14148,976
12910,1024,15080,1093
12911,256,3016,248
12912,512,6540,451
12913,512,6520,423
12914,128,1984,261
12915,256,3256,317
12916,512,7200,503
12917,512,5148,487
12918,512,6772,433
12919,256,3000,360
12920,128,2012,181
12921,256,3032,294
12922,512,7020,567
12923,512,6220,452
12924,256,3080,270
12925,512,8536,582
12926,512,5116,345
12927,1024,10204,763
12928,256,2344,186
12929,512,6968,540
12930,512,5312,385
12931,256,3004,242
12932,512,6148,383
12933,256,3076,241
12934,512,6640,422
12935,256,2992,247
12936,512,4444,279
12937,512,6632,440
12938,512,6292,419
12939,512,6924,580
12940,512,5948,411
12941,512,5908,592
12942,512,6932,506
12943,256,3260,276
12944,1024,11772,663
12945,64,576,77
12946,256,3412,322
12947,512,6456,431
12948,128,1396,136
12949,256,4276,447
12950,256,3116,313
12951,256,3064,362
12952,512,6904,520
12953,256,2508,192
12954,512,6048,388
12955,256,2940,254
12956,128,1380,144
12957,512,7352,570
12958,256,3092,243
12959,1024,10408,606
12960,512,6332,406
12961,256,2832,214
12962,1024,16156,1131
12963,512,6932,566
12964,512,8376,534
12965,512,5392,356
12966,512,6824,474
12967,256,3632,283
12968,1024,13452,1028
12969,256,3008,254
12970,512,7284,477
12971,512,6568,430
12972,128,1264,132
12973,512,7056,509
12974,512,7184,629
12975,512,6932,454
12976,256,3672,337
12977,1024,12164,858
12978,1024,9248,488
12979,512,7116,561
12980,1024,14364,864
12981,512,5576,421
12982,128,1392,131
12983,512,7164,563
12984,1024,13916,1065
12985,512,5508,401
12986,256,3088,324
12987,1024,11976,809
12988,512,5644,638
12989,1024,11612,653
12990,512,7016,841
12991,1024,11220,635
12992,1024,11920,976
12993,512,6884,457
12994,256,3044,333
12995,512,5172,335
12996,512,6956,579
12997,256,3692,412
12998,512,5352,425
12999,512,5336,355
13000,512,7312,939
13001,512,6164,390
13002,512,7164,926
13003,1024,14740,834
13004,1024,12520,751
13005,256,2212,169
13006,512,5900,407
13007,1024,10132,550
13008,128,1372,153
13009,512,6672,464
13010,256,4084,372
13011,1024,11820,670
13012,512,6360,478
13013,256,2576,291
13014,512,5364,388
13015,512,6064,395
13016,1024,12024,904
13017,512,5564,482
13018,512,7224,590
13019,512,7536,624
13020,256,3268,313
13021,1024,12760,785
13022,512,6088,518
13023,512,6816,507
13024,512,5276,543
13025,512,6588,522
13026,256,3024,354
13027,512,6948,485
13028,1024,11024,656
13029,256,3072,345
13030,512,8624,642
13031,512,7184,489
13032,1024,11220,716
13033,512,5224,341
13034,1024,15120,918
13035,256,3008,382
13036,512,6664,536
13037,512,7200,553
13038,512,7656,527
13039,512,6276,447
13040,512,7916,575
13041,256,3148,318
13042,1024,11536,681
13043,1024,10220,642
13044,256,2996,358
13045,512,6472,439
13046,512,7012,507
13047,1024,13804,896
13048,1024,11912,768
13049,256,2336,187
13050,256,3828,337
13051,128,1412,138
13052,256,3012,245
13053,256,2968,266
13054,512,7680,724
13055,512,6824,497
13056,512,6956,481
13057,512,6912,476
13058,256,3080,246
13059,256,3036,232
13060,256,3500,289
13061,512,6800,440
13062,1024,9416,507
13063,1024,11948,696
13064,128,2084,182
13065,256,3008,240
13066,512,6832,446
13067,512,6968,542
13068,512,5752,477
13069,1024,10600,777
13070,512,7028,597
13071,512,5300,364
13072,256,3344,541
13073,1024,14120,791
13074,1024,12096,769
13075,512,6884,527
13076,1024,14084,806
13077,256,3696,387
13078,512,7140,806
13079,512,8248,555
13080,512,7128,525
13081,1024,11088,816
13082,512,7112,615
13083,512,5296,355
13084,512,6960,448
13085,1024,15768,975
13086,512,7252,482
13087,1024,11208,736
13088,512,6988,522
13089,512,6912,552
13090,512,4888,339
13091,1024,11120,643
13092,512,5272,366
13093,512,6984,627
13094,1024,12404,911
13095,256,3788,435
13096,512,6916,446
13097,256,3816,431
13098,64,688,87
13099,1024,15072,844
13100,512,5292,438
13101,256,2428,261
13102,512,6852,539
13103,1024,14076,782
13104,512,4940,333
13105,1024,12156,671
13106,512,6352,531
13107,256,3228,313
13108,512,6912,492
13109,1024,11796,772
13110,512,4544,291
13111,512,5196,337
13112,1024,14048,858
13113,128,1628,245
13114,512,7052,499
13115,512,5960,439
13116,512,5168,469
13117,512,6940,529
13118,512,6888,484
13119,512,6752,532
13120,1024,10448,742
13121,1024,11908,781
13122,512,6992,477
13123,512,5176,387
13124,512,5408,428
13125,256,4988,431
13126,512,9880,598
13127,1024,11832,708
13128,2048,20224,994
13129,512,6292,616
13130,512,6864,605
13131,512,6872,442
13132,1024,13452,846
13133,512,5972,471
13134,512,6852,521
13135,128,1396,180
13136,1024,10920,783
13137,256,3544,292
13138,256,3072,243
13139,1024,11888,723
13140,1024,14100,781
13141,512,6224,437
13142,512,6748,495
13143,256,3128,251
13144,512,7008,487
13145,256,3000,235
13146,512,7000,501
13147,512,7868,508
13148,512,5368,355
13149,256,3160,254
13150,512,7180,518
13151,512,6992,476
13152,512,7116,681
13153,512,6444,473
13154,512,6252,408
13155,128,1304,128
13156,512,6876,474
13157,512,7152,638
13158,1024,14124,903
13159,256,3040,234
13160,512,5028,348
13161,256,3044,236
13162,512,6624,518
13163,512,6284,512
13164,512,7320,660
13165,512,6304,412
13166,1024,14060,1062
13167,512,6840,494
13168,512,5324,395
13169,512,6860,443
13170,512,5164,331
13171,1024,14804,882
13172,512,6228,446
13173,512,5944,442
13174,128,1600,274
13175,256,3608,269
13176,512,9112,603
13177,512,6504,426
13178,512,5632,431
13179,512,5340,365
13180,512,7168,504
13181,512,7028,578
13182,1024,13944,885
13183,512,7664,483
13184,64,556,75
13185,512,5244,363
