episode,max_tile,episode_reward,episode_steps
2693,256,2552,244
2694,256,3212,299
2695,1024,9988,627
2696,256,2668,220
2697,256,3272,267
2698,512,6992,497
2699,256,2992,328
2700,512,7216,489
2701,512,7100,627
2702,1024,12200,773
2703,512,7892,650
2704,256,3576,274
2705,512,6448,487
2706,512,6900,565
2707,256,3252,253
2708,512,6344,425
2709,512,4692,376
2710,512,6816,469
2711,512,4600,362
2712,256,3012,282
2713,512,6540,520
2714,512,7232,510
2715,128,2004,272
2716,256,2356,196
2717,512,5616,440
2718,256,2936,272
2719,512,6872,514
2720,1024,12008,918
2721,512,6772,496
2722,256,3444,301
2723,512,6948,556
2724,128,1260,145
2725,512,6080,479
2726,256,2976,246
2727,256,3116,262
2728,128,2004,189
2729,512,6596,465
2730,512,6884,604
2731,128,1324,133
2732,1024,11704,685
2733,256,2660,216
2734,512,7148,564
2735,256,2992,304
2736,512,6616,673
2737,512,7488,495
2738,256,2284,231
2739,512,7000,610
2740,512,6988,639
2741,256,3892,286
2742,512,7180,619
2743,512,5684,423
2744,256,3428,397
2745,512,6604,462
2746,1024,9948,625
2747,512,5212,357
2748,256,2360,203
2749,256,3048,312
2750,1024,11920,756
2751,512,6916,623
2752,512,6900,438
2753,512,7048,483
2754,512,6516,496
2755,512,6944,460
2756,512,6908,451
2757,256,2956,276
2758,256,3316,267
2759,128,1964,206
2760,256,3408,284
2761,256,3240,273
2762,512,6252,415
2763,128,1280,209
2764,1024,10308,684
2765,256,4000,407
2766,512,5500,494
2767,256,4008,319
2768,512,5928,421
2769,256,3088,321
2770,512,8028,597
2771,512,6296,431
2772,256,4104,459
2773,512,6936,545
2774,256,3276,276
2775,512,6636,497
2776,512,8192,528
2777,256,3888,332
2778,256,3052,289
2779,512,5368,362
2780,512,6948,501
2781,512,7208,523
2782,256,3084,246
2783,256,2300,188
2784,128,1220,124
2785,128,1340,136
2786,512,6888,529
2787,512,5600,416
2788,512,7152,692
2789,512,6680,460
2790,512,6888,483
2791,512,7124,528
2792,256,3156,279
2793,1024,11576,830
2794,256,2944,231
2795,256,3404,350
2796,512,5132,326
2797,512,5960,441
2798,512,6460,502
2799,256,3796,344
2800,1024,13112,945
2801,256,3876,870
2802,1024,14632,990
2803,256,4028,471
2804,512,6872,605
2805,256,4372,395
2806,512,5980,441
2807,128,1396,231
2808,512,8324,739
2809,512,7204,529
2810,1024,10228,659
2811,512,5052,423
2812,512,5288,490
2813,512,5640,587
2814,1024,14980,911
2815,128,1292,168
2816,512,5392,438
2817,512,6868,510
2818,512,5200,392
2819,128,1404,174
2820,512,6172,422
2821,256,3032,242
2822,512,6012,390
2823,512,8392,670
2824,512,5328,511
2825,512,7408,644
2826,128,1388,144
2827,512,6764,513
2828,256,3296,275
2829,256,3136,380
2830,1024,11692,776
2831,1024,13588,880
2832,512,5916,502
2833,256,2388,218
2834,256,3416,297
2835,256,2980,284
2836,512,6212,414
2837,512,6900,501
2838,512,5496,459
2839,512,6928,521
2840,512,6984,835
2841,512,6948,484
2842,256,3000,276
2843,512,6592,495
2844,512,6844,515
2845,512,6804,441
2846,512,5876,417
2847,512,7152,695
2848,256,3128,250
2849,256,3068,243
2850,512,5476,473
2851,512,6220,435
2852,512,5192,421
2853,512,7004,627
2854,512,5284,414
2855,256,2988,311
2856,512,5904,400
2857,512,7116,533
2858,512,5348,535
2859,512,5420,414
2860,512,6616,505
2861,256,2276,201
2862,512,6908,566
2863,256,3332,248
2864,512,5044,341
2865,512,4868,504
2866,512,6916,500
2867,512,5308,448
2868,512,6576,557
2869,256,3508,370
2870,256,2912,279
2871,512,6896,537
2872,256,2736,239
2873,256,3244,257
2874,1024,11888,822
2875,512,7916,694
2876,512,6672,555
2877,512,6516,476
2878,512,6832,479
2879,1024,9480,512
2880,256,3680,315
2881,1024,11276,726
2882,512,7572,493
2883,512,7104,870
2884,512,6232,485
2885,512,6280,529
2886,512,7164,682
2887,512,6800,501
2888,512,6316,504
2889,512,5372,418
2890,256,3800,267
2891,256,3248,655
2892,256,3396,355
2893,256,2988,323
2894,512,5664,477
2895,128,1076,178
2896,128,1540,164
2897,512,8372,735
2898,512,6188,525
2899,1024,10224,574
2900,1024,10572,744
2901,128,1060,132
2902,512,6864,520
2903,256,3148,339
2904,512,5616,418
2905,512,6944,550
2906,512,6540,422
2907,512,5464,420
2908,256,3324,317
2909,512,7344,605
2910,1024,13280,930
2911,256,3432,292
2912,256,3692,374
2913,256,4660,344
2914,1024,13848,999
2915,1024,11968,886
2916,512,5392,390
2917,512,5628,416
2918,512,7056,569
2919,64,860,126
2920,512,5228,504
2921,512,6944,505
2922,512,8908,621
2923,256,4128,308
2924,512,6792,593
2925,256,3016,248
2926,512,5284,374
2927,256,4664,350
2928,256,2976,311
2929,1024,11792,802
2930,512,5096,345
2931,512,6164,441
2932,512,6104,469
2933,1024,10176,709
2934,256,2864,256
2935,512,6912,477
2936,1024,14288,899
2937,256,2952,236
2938,512,6832,495
2939,128,1932,193
2940,512,6876,442
2941,512,7268,494
2942,512,6240,492
2943,128,1324,189
2944,256,2752,252
2945,256,2940,318
2946,1024,11812,692
2947,512,7484,571
2948,1024,9928,617
2949,512,6844,472
2950,512,6308,474
2951,512,6380,636
2952,1024,11864,749
2953,512,6940,604
2954,1024,10256,876
2955,1024,14072,953
2956,256,3316,411
2957,1024,10584,912
2958,512,6832,503
2959,256,3072,306
2960,512,7012,475
2961,512,6460,509
2962,512,6672,527
2963,512,6848,478
2964,256,2800,244
2965,512,5380,396
2966,512,7884,649
2967,512,7376,643
2968,512,6936,714
2969,512,7624,623
2970,128,1496,223
2971,256,3996,457
2972,512,5260,414
2973,1024,9608,719
2974,1024,11196,691
2975,1024,11924,794
2976,512,5616,392
2977,512,6992,523
2978,512,6864,477
2979,256,3304,283
2980,512,6296,482
2981,256,2888,256
2982,512,4728,355
2983,256,2984,293
2984,1024,11852,875
2985,512,6252,410
2986,256,3344,262
2987,512,6908,489
2988,512,5312,361
2989,512,6952,554
2990,512,5524,434
2991,256,2376,228
2992,512,7888,573
2993,1024,9496,532
2994,256,3004,239
2995,512,6828,546
2996,512,6436,426
2997,256,3184,366
2998,512,6212,506
2999,256,3108,276
3000,512,7488,544
3001,256,3796,334
3002,128,1416,168
3003,512,5088,392
3004,512,5304,392
3005,512,5264,446
3006,1024,11836,788
3007,512,7400,591
3008,1024,10828,1031
3009,1024,10524,623
3010,512,7216,604
3011,256,3104,288
3012,512,4848,350
3013,512,4856,306
3014,256,2488,193
3015,512,5300,416
3016,256,2796,216
3017,512,9128,618
3018,256,2956,288
3019,256,3052,275
3020,512,5208,415
3021,256,3280,284
3022,512,7196,533
3023,512,4524,336
3024,512,6904,506
3025,1024,11556,832
3026,256,4352,326
3027,1024,9392,818
3028,256,3424,355
3029,256,3008,376
3030,512,6904,554
3031,512,6868,656
3032,512,6912,475
3033,512,6744,735
3034,512,7032,540
3035,512,6552,513
3036,1024,11864,783
3037,512,7652,501
3038,256,2988,267
3039,512,4948,447
3040,512,6196,411
3041,1024,11932,953
3042,512,6428,475
3043,512,6660,462
3044,512,4876,331
3045,512,6844,597
3046,512,5488,441
3047,512,6860,521
3048,512,6816,508
3049,512,6904,497
3050,512,8324,657
3051,512,6884,469
3052,256,2872,238
3053,256,4360,335
3054,1024,11780,688
3055,256,3020,279
3056,256,3012,234
3057,512,4828,336
3058,512,6992,515
3059,256,2968,374
3060,512,6020,509
3061,512,6948,482
3062,128,1524,193
3063,512,5560,450
3064,512,7572,675
3065,512,5264,371
3066,512,6208,483
3067,128,1348,184
3068,512,6992,507
3069,512,6788,480
3070,256,3032,345
3071,512,7864,602
3072,512,6912,543
3073,256,4680,407
3074,512,6288,582
3075,256,3968,326
3076,256,2948,337
3077,1024,11552,725
3078,1024,10236,717
3079,512,6916,561
3080,512,7080,593
3081,256,2628,199
3082,256,2888,344
3083,512,8352,661
3084,512,5308,426
3085,256,3284,283
3086,1024,10252,626
3087,512,7104,556
3088,1024,14056,874
3089,512,6916,476
3090,512,6832,546
3091,512,6568,447
3092,512,6040,379
3093,512,6904,483
3094,512,4876,381
3095,256,2972,229
3096,512,4528,304
3097,512,6208,411
3098,256,4696,496
3099,256,3108,250
3100,256,5376,453
3101,256,4064,484
3102,1024,10180,596
3103,512,6908,446
3104,256,2548,203
3105,256,4860,414
3106,512,6004,467
3107,512,6948,524
3108,512,6804,681
3109,512,6992,496
3110,512,8320,642
3111,512,5024,327
3112,256,3292,468
3113,512,6984,515
3114,512,6084,390
3115,512,6160,416
3116,512,6912,538
3117,64,912,114
3118,512,5196,513
3119,256,3048,252
3120,512,9156,718
3121,256,3088,258
3122,512,5200,357
3123,512,6600,421
3124,1024,9920,535
3125,512,5324,397
3126,256,2272,183
3127,512,7040,557
3128,1024,12188,925
3129,1024,13516,817
3130,512,5880,391
3131,512,5200,350
3132,1024,10464,672
3133,256,3596,269
3134,512,7320,554
3135,512,6156,461
3136,256,3464,341
3137,64,640,77
3138,256,2676,275
3139,1024,12180,903
3140,1024,12220,730
3141,512,6252,405
3142,256,2996,268
3143,256,2560,207
3144,1024,11804,701
3145,512,4940,325
3146,512,7000,470
3147,512,6972,489
3148,512,6988,692
3149,256,3676,312
3150,512,6888,497
3151,512,6852,453
3152,256,3236,359
3153,256,2976,313
3154,512,5544,366
3155,256,2788,250
3156,512,4872,373
3157,512,7140,498
3158,512,6780,579
3159,256,3320,358
3160,256,3024,248
3161,256,2932,290
3162,256,2752,237
3163,256,2780,211
3164,512,6860,502
3165,256,2384,216
3166,512,6792,459
3167,256,3028,307
3168,128,1532,150
3169,512,6416,437
3170,256,2928,372
3171,512,5180,384
3172,1024,10348,597
3173,512,6908,471
3174,256,3068,256
3175,256,3656,302
3176,256,2296,202
3177,1024,12012,818
3178,256,2980,250
3179,512,10004,660
3180,256,3292,362
3181,512,4952,374
3182,256,3428,270
3183,256,2948,260
3184,512,6336,404
3185,1024,14128,1015
3186,512,8448,694
3187,512,6996,480
3188,512,6900,640
3189,256,2312,191
3190,256,3648,329
3191,512,7124,511
3192,256,3856,351
3193,256,2844,280
3194,256,3396,286
3195,512,6956,509
3196,1024,10448,929
3197,512,5232,403
3198,256,3028,268
3199,128,1256,187
3200,128,1704,179
3201,512,5288,384
3202,512,6092,447
3203,512,6564,451
3204,256,3980,374
3205,1024,12260,794
3206,256,3120,289
3207,256,3076,246
3208,512,4944,336
3209,512,5304,370
3210,512,6676,605
3211,256,3104,250
3212,512,5300,455
3213,512,5276,593
3214,256,3456,315
3215,512,5132,332
3216,512,5324,464
3217,512,6780,453
3218,128,2056,306
3219,256,2764,217
3220,256,3596,274
3221,512,6704,590
3222,128,1336,195
3223,256,3792,315
3224,512,7040,551
3225,1024,13820,1077
3226,512,6960,477
3227,512,6464,431
3228,512,6944,551
3229,256,4520,356
3230,512,7612,723
3231,256,2284,182
3232,512,5560,642
3233,256,3392,411
3234,512,6888,476
3235,256,3712,288
3236,256,3464,357
3237,512,4516,300
3238,256,2812,222
3239,256,3132,330
3240,1024,14092,884
3241,512,6928,601
3242,512,6568,506
3243,512,5284,487
3244,256,3140,277
3245,512,5196,440
3246,256,3316,266
3247,512,7640,628
3248,1024,10276,670
3249,256,4584,518
3250,1024,10488,847
3251,512,6476,429
3252,512,4920,353
3253,512,6924,512
3254,256,3220,396
3255,512,5440,541
3256,512,5976,494
3257,512,8276,522
3258,128,1280,141
3259,512,6872,533
3260,256,3880,292
3261,256,3060,268
3262,256,2200,269
3263,256,3000,285
3264,512,5184,385
3265,128,1344,137
3266,256,2908,218
3267,512,6952,499
3268,512,7980,539
3269,256,2572,213
3270,512,5184,351
3271,512,6540,436
3272,1024,10748,670
3273,512,7024,535
3274,256,3140,298
3275,512,4552,340
3276,256,2964,234
3277,512,7348,589
3278,1024,10488,686
3279,256,3000,249
3280,256,3284,301
3281,512,5244,480
3282,256,3220,301
3283,1024,12228,834
3284,256,2404,194
3285,1024,9768,630
3286,256,4656,375
3287,512,6680,446
3288,256,3796,362
3289,1024,10356,703
3290,512,6924,491
3291,256,2964,387
3292,512,7844,733
3293,256,4668,459
3294,1024,11152,697
3295,512,6780,569
3296,512,6088,435
3297,512,6676,442
3298,512,7180,682
3299,1024,10688,943
3300,512,5912,404
3301,256,3020,243
3302,512,5888,463
3303,512,6836,453
3304,512,6948,566
3305,512,5796,488
3306,512,6136,641
3307,512,4628,415
3308,512,6668,595
3309,1024,11604,813
3310,256,3288,260
3311,256,3016,453
3312,512,6216,393
3313,512,5488,432
3314,1024,11900,836
3315,1024,9488,529
3316,256,3452,337
3317,512,6824,460
3318,256,3832,311
3319,1024,11892,753
3320,256,3120,253
3321,512,5232,377
3322,256,4608,373
3323,1024,12152,741
3324,256,3660,347
3325,512,6592,455
3326,1024,10268,695
3327,512,5272,373
3328,1024,14172,970
3329,512,7032,493
3330,512,7600,572
3331,256,3092,270
3332,1024,11532,718
3333,1024,13328,791
3334,512,6956,544
3335,256,3048,292
3336,512,4928,346
3337,1024,14104,897
3338,512,6832,495
3339,256,3072,263
3340,512,6788,524
3341,512,6912,461
3342,512,5060,402
3343,512,6356,463
3344,512,6452,535
3345,256,3176,338
3346,512,4968,341
3347,512,6936,484
3348,512,6208,428
3349,256,3004,233
3350,256,3168,398
3351,512,6916,576
3352,512,6936,460
3353,512,6812,467
3354,1024,9600,809
3355,512,6948,492
3356,512,6708,546
3357,256,2972,317
3358,512,7224,597
3359,512,6724,606
3360,256,2980,242
3361,512,6936,531
3362,512,7552,514
3363,1024,10104,660
3364,512,5148,331
3365,1024,11800,778
3366,512,5196,338
3367,256,2788,219
3368,256,3188,343
3369,256,3104,295
3370,512,5872,465
3371,256,4524,371
3372,512,4920,381
3373,256,3152,314
3374,512,7012,539
3375,256,3496,312
3376,512,5228,376
3377,256,3228,397
3378,512,5176,380
3379,512,5208,385
3380,512,5492,410
3381,1024,14040,900
3382,256,2992,295
3383,1024,13288,758
3384,512,7016,498
3385,512,7740,524
3386,512,7656,557
3387,256,2948,226
3388,512,9280,659
3389,1024,10256,824
3390,512,6720,456
3391,512,6940,473
3392,256,2948,238
3393,256,3124,264
3394,512,4496,358
3395,256,2404,318
3396,256,3480,338
3397,512,4748,374
3398,512,5732,389
3399,256,2988,262
3400,256,3852,309
3401,512,6860,546
3402,1024,12756,914
3403,512,6240,430
3404,256,3340,442
3405,512,6340,459
3406,512,5892,412
3407,256,3220,324
3408,128,1312,134
3409,512,7336,568
3410,1024,11556,692
3411,1024,10124,728
3412,1024,11180,662
3413,512,6864,477
3414,512,6908,489
3415,512,4564,417
3416,1024,11648,696
3417,512,6260,494
3418,512,6788,446
3419,256,2980,248
3420,512,6876,519
3421,512,6196,435
3422,512,5888,513
3423,512,7048,454
3424,256,3392,329
3425,512,6984,534
3426,512,6728,440
3427,512,5840,434
3428,512,6900,468
3429,512,7924,548
3430,256,3052,234
3431,256,2852,229
3432,256,2900,233
3433,512,7032,501
3434,128,1844,188
3435,512,6716,813
3436,128,1220,144
3437,512,7060,478
3438,512,6312,516
3439,512,6092,470
3440,512,7024,561
3441,512,5928,416
3442,1024,12892,830
3443,512,6236,424
3444,512,6180,478
3445,512,5328,523
3446,512,4804,371
3447,1024,14016,942
3448,512,6288,408
3449,256,2972,231
3450,512,5972,388
3451,128,1580,154
3452,256,3396,334
3453,512,6952,569
3454,512,8064,639
3455,128,2000,178
3456,256,3040,245
3457,1024,10680,849
3458,256,3148,245
3459,256,3040,240
3460,512,6688,533
3461,512,4884,335
3462,256,2652,278
3463,256,2368,194
3464,1024,11664,708
3465,512,6916,519
3466,1024,13252,886
3467,512,4952,331
3468,256,2980,270
3469,256,2552,223
3470,256,3112,289
3471,256,3108,245
3472,1024,10160,657
3473,512,6612,547
3474,512,4512,299
3475,256,4340,307
3476,1024,12120,895
3477,512,5224,373
3478,512,4508,314
3479,256,3740,386
3480,256,2344,188
3481,512,6280,470
3482,512,6608,473
3483,256,3272,276
3484,256,4028,310
3485,512,5448,373
3486,1024,9448,620
3487,512,5332,370
3488,512,6812,560
3489,512,6504,483
3490,1024,10768,852
3491,1024,14216,854
3492,256,3256,365
3493,512,8612,805
3494,512,6744,477
3495,512,6260,455
3496,128,2100,224
3497,512,6584,451
3498,256,3048,297
3499,256,3288,291
3500,256,2768,228
3501,512,4812,330
3502,512,7028,504
3503,256,2392,197
3504,512,5308,398
3505,512,7012,571
3506,256,3116,236
3507,1024,11048,598
3508,256,2640,258
3509,512,6560,427
3510,256,3052,258
3511,1024,10980,666
3512,512,6136,397
3513,512,5012,321
3514,512,6660,593
3515,512,5140,363
3516,512,6716,462
3517,128,1628,168
3518,512,5100,383
3519,512,6864,463
3520,512,4812,447
3521,256,3944,372
3522,512,6244,416
3523,256,3344,283
3524,256,3872,268
3525,256,2404,199
3526,512,7028,482
3527,512,6356,509
3528,512,7588,511
3529,512,6716,465
3530,512,6908,469
3531,512,6220,434
3532,256,2812,244
3533,512,5052,339
3534,256,3036,253
3535,512,5496,377
3536,256,3156,252
3537,512,6840,459
3538,1024,11084,613
3539,256,3100,250
3540,256,3336,275
3541,512,5452,440
3542,1024,11896,845
3543,512,6560,465
3544,512,4996,346
3545,256,3052,236
3546,512,6924,514
3547,512,7136,588
3548,512,5752,356
3549,256,3292,264
3550,1024,11808,701
3551,1024,10096,632
3552,1024,15900,1262
3553,256,2968,235
3554,256,3764,316
3555,512,5076,383
3556,512,7192,490
3557,1024,14100,933
3558,512,7180,564
3559,512,7212,664
3560,512,5452,457
3561,1024,12524,739
3562,1024,10208,564
3563,256,2376,193
3564,256,2980,232
3565,1024,14868,950
3566,256,2648,291
3567,512,6868,557
3568,256,3084,256
3569,1024,11208,635
3570,512,6696,460
3571,1024,14104,1059
3572,256,3136,273
3573,512,5972,501
3574,512,5128,339
3575,512,6832,496
3576,512,6960,493
3577,256,2328,236
3578,512,6920,502
3579,512,6932,725
3580,1024,11980,714
3581,512,6260,494
3582,512,6288,548
3583,1024,10212,671
3584,1024,11804,686
3585,512,7292,473
3586,512,4656,334
3587,512,7516,594
3588,256,2940,246
3589,256,2824,276
3590,512,6932,486
3591,256,3088,299
3592,512,5280,404
3593,1024,10008,570
3594,512,6772,428
3595,512,6204,397
3596,512,5300,415
3597,256,3300,274
3598,512,5476,457
3599,512,5680,387
3600,512,6236,436
3601,512,4504,330
3602,128,1584,350
3603,512,7740,598
3604,512,5508,399
3605,512,6736,579
3606,512,4612,321
3607,128,2016,260
3608,1024,14296,944
3609,512,5324,392
3610,512,6196,414
3611,1024,11860,854
3612,512,5256,403
3613,256,2976,257
3614,512,7368,850
3615,256,3284,364
3616,512,6596,578
3617,256,3088,324
3618,512,5356,412
3619,1024,15728,1321
3620,512,5320,418
3621,512,7264,525
3622,512,6208,464
3623,256,3072,260
3624,512,7056,468
3625,512,6920,622
3626,512,6208,498
3627,512,6240,497
3628,512,6460,417
3629,512,5308,401
3630,512,6408,486
3631,512,6140,431
3632,512,6884,470
3633,128,2004,216
3634,512,7296,595
3635,256,4604,409
3636,256,3088,276
3637,256,3064,412
3638,256,2980,226
3639,256,2112,174
3640,256,2716,218
3641,256,2988,243
3642,256,3168,298
3643,1024,11788,913
3644,256,3192,330
3645,512,5940,432
3646,1024,14040,853
3647,512,7032,556
3648,512,6560,537
3649,512,6792,524
3650,64,576,75
3651,512,6860,551
3652,512,6992,581
3653,512,6636,674
3654,512,7020,458
3655,512,7732,620
3656,512,5972,419
3657,256,3064,251
3658,256,2280,177
3659,512,6188,495
3660,256,2760,224
3661,512,6768,444
3662,512,7320,647
3663,512,6772,483
3664,512,6868,463
3665,1024,9812,658
3666,256,3384,388
3667,512,6844,473
3668,512,7232,600
3669,256,2980,233
3670,512,6652,628
3671,256,3148,279
3672,512,4656,317
3673,512,6524,518
3674,1024,11232,739
3675,256,3396,452
3676,512,5148,342
3677,512,6784,489
3678,512,6816,704
3679,512,4896,395
3680,256,2660,279
3681,512,5844,395
3682,512,6788,470
3683,256,3220,306
3684,512,7956,621
3685,256,3016,257
3686,1024,10548,839
3687,512,7492,485
3688,1024,10236,690
3689,256,3212,251
3690,512,6756,470
3691,512,5520,439
3692,1024,13416,881
3693,512,4588,311
3694,512,7596,777
3695,256,3084,296
3696,128,1656,151
3697,512,5244,356
3698,512,6736,493
3699,512,5988,385
3700,128,1112,106
3701,512,7120,499
3702,512,6548,427
3703,256,3264,292
3704,256,3004,300
3705,512,6844,548
3706,512,6852,492
3707,256,2680,246
3708,512,4852,388
3709,512,6920,467
3710,512,7012,515
3711,512,6916,510
3712,256,3692,295
3713,1024,10120,858
3714,512,4980,433
3715,512,7012,592
3716,512,5276,371
3717,512,5596,607
3718,512,7112,614
3719,512,6420,660
3720,512,7156,596
3721,512,6872,467
3722,512,5440,403
3723,512,6336,562
3724,512,5236,520
3725,512,6220,401
3726,512,7176,508
3727,512,6948,467
3728,512,4576,312
3729,256,3756,361
3730,512,6412,491
3731,512,6448,532
3732,512,7316,528
3733,256,3028,238
3734,512,6912,539
3735,512,5888,434
3736,256,3640,282
3737,512,6732,540
3738,512,6816,433
3739,512,5236,415
3740,512,6596,558
3741,512,6312,475
3742,256,3016,228
3743,512,5548,412
3744,512,5216,395
3745,1024,11916,807
3746,512,6916,505
3747,512,6000,557
3748,1024,9876,622
3749,512,6880,472
3750,1024,10824,660
3751,256,3588,291
3752,256,3700,292
3753,1024,11888,772
3754,256,3444,323
3755,512,5288,370
3756,512,7176,533
3757,256,3012,242
3758,512,6948,461
3759,512,6872,461
3760,512,6736,503
3761,512,6668,646
3762,256,2892,227
3763,512,6892,608
3764,256,3168,260
3765,256,3048,297
3766,256,3388,307
3767,512,7044,688
3768,256,4380,347
3769,128,1636,156
3770,1024,11232,657
3771,1024,10184,623
3772,256,3300,274
3773,1024,11932,716
3774,1024,12244,934
3775,256,3316,304
3776,512,6940,534
3777,512,5928,583
3778,512,6728,587
3779,512,5260,353
3780,128,1428,182
3781,512,7616,661
3782,256,3108,291
3783,512,5168,338
3784,256,3252,396
3785,512,7012,520
3786,512,6180,463
3787,512,8636,595
3788,1024,9952,580
3789,512,5268,425
3790,512,7164,705
3791,512,6748,445
3792,256,2480,218
3793,512,6852,565
3794,512,7476,612
3795,512,6868,449
3796,256,3508,460
3797,512,7104,605
3798,512,6968,466
3799,512,6196,479
3800,64,716,166
3801,512,5168,332
3802,512,6272,489
3803,512,5240,416
3804,512,5528,535
3805,1024,14260,960
3806,512,6880,484
3807,256,3316,292
3808,256,3284,244
3809,1024,11928,763
3810,512,5472,370
3811,512,4300,353
3812,512,4928,315
3813,512,7328,493
3814,512,6660,475
3815,256,3100,277
3816,1024,11364,823
3817,512,7004,690
3818,512,6832,439
3819,512,6992,484
3820,256,3772,441
3821,256,3364,418
3822,128,1512,142
3823,512,6952,528
3824,512,6900,447
3825,512,6904,552
3826,512,5924,513
3827,256,3028,251
3828,512,6860,554
3829,512,6976,529
3830,512,7988,528
3831,256,4840,495
3832,512,5304,400
3833,1024,14464,890
3834,512,6940,614
3835,256,3072,251
3836,512,5172,330
3837,512,7044,620
3838,512,6956,573
3839,512,7112,610
3840,512,6988,506
3841,512,7736,530
3842,256,2764,316
3843,512,7228,537
3844,1024,11756,748
3845,512,6288,504
3846,512,7272,576
3847,512,6904,450
3848,256,3328,333
3849,512,8444,665
3850,512,5996,429
3851,512,6208,448
3852,512,6524,425
3853,512,5744,403
3854,256,3224,260
3855,512,6080,585
3856,512,6868,545
3857,1024,11992,845
3858,512,6820,607
3859,512,8864,629
3860,512,5860,382
3861,512,7852,641
3862,512,6972,538
3863,1024,10608,623
3864,256,3108,386
3865,256,2996,291
3866,256,2960,275
3867,512,6968,470
3868,256,3268,280
3869,1024,9844,547
3870,128,1316,128
3871,1024,12304,1102
3872,512,5364,409
3873,256,3068,307
3874,512,9136,838
3875,128,1412,143
3876,256,2960,229
3877,512,7296,518
3878,512,5564,364
3879,512,6872,556
3880,512,7076,612
3881,64,752,121
3882,256,2612,207
3883,512,6992,695
3884,512,5336,392
3885,512,7860,657
3886,512,4900,333
3887,1024,14176,851
3888,1024,10948,699
3889,512,6860,455
3890,512,6508,447
3891,1024,11252,619
3892,512,7804,532
3893,128,1584,156
3894,512,5636,498
3895,1024,14064,850
3896,1024,10612,715
3897,512,6788,481
3898,512,10084,955
3899,256,3084,324
3900,512,6576,435
3901,256,3028,332
3902,256,3084,447
3903,256,3032,323
3904,512,5192,367
3905,512,7052,643
3906,256,2768,261
3907,512,5208,339
3908,512,5184,351
3909,512,5492,356
3910,128,1564,420
3911,512,5932,580
3912,256,2296,231
3913,512,5348,391
3914,256,3024,252
3915,512,5252,361
3916,512,7072,528
3917,512,6272,427
3918,256,2980,413
3919,256,3676,295
3920,512,5656,433
3921,128,1232,163
3922,512,6996,491
3923,512,9192,721
3924,512,6900,523
3925,512,6544,408
3926,256,2964,255
3927,512,5360,346
3928,1024,9600,571
3929,512,5080,407
3930,1024,10904,669
3931,512,8624,564
3932,1024,12136,805
3933,256,3100,275
3934,512,5520,401
3935,512,7516,631
3936,256,4032,327
3937,512,5884,407
3938,256,4172,314
3939,256,3716,508
3940,512,5160,347
3941,512,6960,496
3942,128,2284,309
3943,256,2544,202
3944,512,6192,401
3945,512,6352,468
3946,256,3420,368
3947,512,6880,555
3948,512,6964,543
3949,256,2624,207
3950,1024,12912,918
3951,1024,11268,698
3952,512,5732,442
3953,256,2952,247
3954,512,5980,646
3955,512,6072,477
3956,256,3104,244
3957,1024,11688,878
3958,512,5284,364
3959,512,6760,479
3960,1024,13172,830
3961,512,7712,744
3962,256,3216,455
3963,512,6880,604
3964,256,3100,245
3965,512,6988,555
3966,1024,12256,1030
3967,256,4292,520
3968,512,7240,549
3969,1024,11528,641
3970,512,6916,570
3971,1024,11752,688
3972,512,4404,278
3973,512,6920,512
3974,256,2444,201
3975,256,2988,242
3976,256,4068,306
3977,1024,10480,855
3978,512,6880,521
3979,512,6928,628
3980,1024,13944,930
3981,256,3040,239
3982,512,7388,646
3983,512,7304,491
3984,512,6952,503
3985,512,6764,520
3986,512,7060,470
3987,1024,11788,788
3988,512,5620,423
3989,512,6640,430
3990,256,3336,298
3991,512,6900,495
3992,1024,11804,681
3993,1024,13908,804
3994,1024,12156,678
3995,256,3236,389
3996,1024,12140,871
3997,512,5252,349
3998,256,3000,226
3999,512,6824,553
4000,512,6984,546
4001,1024,11960,712
4002,512,6964,611
4003,1024,11696,831
4004,1024,10132,629
4005,512,6160,388
4006,512,6456,518
4007,256,2240,208
4008,256,3036,250
4009,1024,11156,616
4010,512,5292,495
4011,512,6888,531
4012,512,6076,458
4013,512,6936,549
4014,512,5576,543
4015,256,3052,300
4016,128,2000,182
4017,512,6528,433
4018,512,6164,395
4019,512,6884,436
4020,256,3116,301
4021,1024,13840,1138
4022,512,6712,519
4023,512,7772,668
4024,512,5204,356
4025,1024,14400,888
4026,512,6940,546
4027,256,3036,258
4028,512,5492,614
4029,512,5220,378
4030,256,3116,264
4031,512,6996,489
4032,512,6848,456
4033,1024,10192,749
4034,256,2612,219
4035,1024,11940,910
4036,512,6956,595
4037,256,3460,269
4038,1024,13784,813
4039,512,6992,521
4040,512,6780,485
4041,512,6780,471
4042,1024,9568,627
4043,256,3340,293
4044,512,6188,463
4045,512,5300,417
4046,1024,11740,717
4047,512,6856,576
4048,1024,13884,1003
4049,256,3408,260
4050,128,1444,141
4051,128,1500,159
4052,256,3380,451
4053,256,3272,271
4054,1024,11140,696
4055,128,1640,172
4056,1024,11664,740
4057,512,6880,765
4058,256,3112,264
4059,512,6852,495
4060,512,8332,599
4061,512,6288,403
4062,256,2920,236
4063,512,4960,387
4064,256,3764,350
4065,128,2676,438
4066,512,5264,355
4067,512,5280,375
4068,256,3284,300
4069,256,3152,274
4070,256,3000,232
4071,512,6100,464
