episode,episode_steps,episode_reward,max_tile
5001,469,6912,512
5002,557,6604,512
5003,328,3860,256
5004,223,1336,128
5005,437,4732,512
5006,454,6516,512
5007,550,7324,512
5008,161,1780,128
5009,416,5096,512
5010,440,5852,512
5011,454,6800,512
5012,892,14076,1024
5013,265,3048,256
5014,347,4512,256
5015,414,5412,512
5016,284,3000,256
5017,615,9096,512
5018,853,11928,1024
5019,1125,13712,1024
5020,472,6628,512
5021,1041,12784,1024
5022,707,7876,512
5023,643,10272,1024
5024,615,7056,512
5025,268,3392,256
5026,832,13420,1024
5027,476,6980,512
5028,90,752,64
5029,765,9700,1024
5030,223,2936,256
5031,805,12520,1024
5032,422,6268,512
5033,643,11384,1024
5034,488,5216,512
5035,324,3216,256
5036,240,2956,256
5037,744,11804,1024
5038,489,5916,512
5039,527,6308,512
5040,377,5632,512
5041,263,2984,256
5042,458,6312,512
5043,300,3684,256
5044,392,6172,512
5045,357,5332,512
5046,443,6596,512
5047,337,4220,256
5048,359,5400,512
5049,770,12040,1024
5050,572,9500,1024
5051,537,5660,512
5052,455,6724,512
5053,249,2296,256
5054,506,6880,512
5055,289,4204,512
5056,452,6212,512
5057,423,6568,512
5058,404,5464,512
5059,298,3660,256
5060,442,6840,512
5061,408,6320,512
5062,239,2932,256
5063,446,6892,512
5064,440,6160,512
5065,462,6592,512
5066,328,5136,512
5067,253,2892,256
5068,340,3624,256
5069,330,5164,512
5070,237,2928,256
5071,683,10236,1024
5072,334,5176,512
5073,434,6124,512
5074,514,6416,512
5075,368,5492,512
5076,469,6628,512
5077,449,5216,512
5078,414,5504,512
5079,769,11848,1024
5080,712,10264,1024
5081,1147,14344,1024
5082,761,11956,1024
5083,460,5220,512
5084,690,11388,1024
5085,582,7044,512
5086,847,11808,1024
5087,541,8372,512
5088,448,6268,512
5089,589,6812,512
5090,421,6240,512
5091,381,5328,512
5092,289,3748,256
5093,655,10252,1024
5094,1032,13596,1024
5095,273,3204,256
5096,370,5252,512
5097,287,3320,256
5098,484,7472,512
5099,491,6888,512
5100,969,14236,1024
5101,241,2980,256
5102,434,6556,512
5103,381,5152,512
5104,183,2296,256
5105,429,5352,512
5106,260,3060,256
5107,348,4720,256
5108,377,5848,512
5109,496,6844,512
5110,449,6880,512
5111,537,6988,512
5112,216,2684,256
5113,516,7184,512
5114,694,6852,512
5115,209,2700,256
5116,742,11820,1024
5117,1048,14116,1024
5118,372,3244,256
5119,473,6196,512
5120,833,11908,1024
5121,468,6836,512
5122,307,3668,256
5123,501,7576,512
5124,647,10416,1024
5125,510,3460,256
5126,374,3740,256
5127,581,7104,512
5128,920,13516,1024
5129,612,10260,1024
5130,344,3676,256
5131,459,6876,512
5132,579,7180,512
5133,245,2940,256
5134,591,7220,512
5135,260,3192,256
5136,273,2996,256
5137,233,2976,256
5138,372,5312,512
5139,228,2768,256
5140,140,1364,128
5141,180,2028,128
5142,491,6244,512
5143,546,7528,512
5144,219,2912,256
5145,295,3400,256
5146,430,6244,512
5147,950,12076,1024
5148,400,6284,512
5149,245,3088,256
5150,301,3000,256
5151,488,7288,512
5152,490,6868,512
5153,871,7472,512
5154,262,2868,256
5155,423,6504,512
5156,341,5096,512
5157,195,2496,256
5158,352,5040,512
5159,245,3120,256
5160,154,1724,128
5161,748,11208,1024
5162,535,6572,512
5163,136,1380,128
5164,179,2200,256
5165,230,2876,256
5166,497,6188,512
5167,242,2968,256
5168,601,6840,512
5169,296,3136,256
5170,255,2960,256
5171,423,6716,512
5172,665,8348,512
5173,355,5208,512
5174,286,3232,256
5175,489,5468,512
5176,437,5344,512
5177,718,11632,1024
5178,744,11808,1024
5179,364,5288,512
5180,627,7456,512
5181,638,8368,512
5182,377,5244,512
5183,231,2976,256
5184,816,11904,1024
5185,436,5860,512
5186,287,4472,512
5187,383,3228,256
5188,383,3212,256
5189,416,5508,512
5190,362,3500,256
5191,262,3004,256
5192,495,6932,512
5193,229,2952,256
5194,485,6908,512
5195,446,6516,512
5196,334,5132,512
5197,466,5864,512
5198,378,5348,512
5199,665,11860,1024
5200,575,10072,1024
5201,571,9196,512
5202,240,3024,256
5203,530,6428,512
5204,459,6692,512
5205,600,7548,512
5206,524,6952,512
5207,466,7020,512
5208,575,6848,512
5209,498,6920,512
5210,421,6564,512
5211,700,11700,1024
5212,241,2960,256
5213,466,3336,256
5214,428,6708,512
5215,211,2708,256
5216,610,10220,1024
5217,646,11180,1024
5218,566,6800,512
5219,675,10808,1024
5220,479,7004,512
5221,513,7156,512
5222,1022,15180,1024
5223,477,6812,512
5224,228,2980,256
5225,286,2944,256
5226,494,6988,512
5227,334,3832,256
5228,654,8056,512
5229,283,3248,256
5230,432,5268,512
5231,475,7560,512
5232,408,6348,512
5233,179,2260,256
5234,340,4588,512
5235,333,5184,512
5236,535,7028,512
5237,608,9120,512
5238,429,6500,512
5239,394,5844,512
5240,361,5292,512
5241,783,14028,1024
5242,455,6740,512
5243,573,7220,512
5244,517,6928,512
5245,452,6504,512
5246,586,10140,1024
5247,744,11264,1024
5248,440,6596,512
5249,750,6972,512
5250,739,6956,512
5251,1021,14244,1024
5252,434,6848,512
5253,407,6212,512
5254,479,7212,512
5255,396,5732,512
5256,413,6032,512
5257,595,6432,512
5258,501,6876,512
5259,463,6008,512
5260,285,3108,256
5261,203,1792,128
5262,498,6968,512
5263,336,5116,512
5264,271,2668,256
5265,471,6824,512
5266,150,1396,128
5267,302,3008,256
5268,725,12072,1024
5269,305,3332,256
5270,396,6188,512
5271,876,11868,1024
5272,353,5260,512
5273,430,3804,256
5274,240,2892,256
5275,186,2284,256
5276,229,2968,256
5277,892,15288,1024
5278,1052,9032,512
5279,425,5844,512
5280,947,12276,1024
5281,328,3568,256
5282,367,4248,256
5283,373,5512,512
5284,498,5900,512
5285,329,3212,256
5286,458,6992,512
5287,239,3064,256
5288,545,5848,512
5289,282,3016,256
5290,479,6648,512
5291,456,6780,512
5292,943,12000,1024
5293,437,6572,512
5294,711,6772,512
5295,235,2308,128
5296,880,12548,1024
5297,586,10232,1024
5298,652,10432,1024
5299,837,13800,1024
5300,506,5356,512
5301,245,3176,256
5302,285,2356,256
5303,288,4328,512
5304,252,3024,256
5305,447,6896,512
5306,461,7012,512
5307,701,7732,512
5308,282,3280,256
5309,268,3480,256
5310,209,2712,256
5311,207,1288,128
5312,981,13968,1024
5313,904,14140,1024
5314,673,7584,512
5315,712,6768,512
5316,415,5464,512
5317,536,7016,512
5318,242,3068,256
5319,487,6340,512
5320,692,11808,1024
5321,246,3116,256
5322,364,5208,512
5323,459,6960,512
5324,187,1800,128
5325,541,7032,512
5326,410,5336,512
5327,345,3752,256
5328,830,11372,1024
5329,427,6192,512
5330,432,6196,512
5331,512,6940,512
5332,333,4940,512
5333,442,2980,256
5334,432,3148,256
5335,606,6936,512
5336,528,6908,512
5337,614,6980,512
5338,145,1360,128
5339,707,12436,1024
5340,463,6308,512
5341,216,2380,256
5342,177,2256,256
5343,662,10972,1024
5344,88,684,64
5345,307,3352,256
5346,269,2904,256
5347,304,2988,256
5348,492,7288,512
5349,466,6288,512
5350,336,5168,512
5351,515,6916,512
5352,577,6868,512
5353,373,3612,256
5354,238,3024,256
5355,465,6912,512
5356,658,10112,1024
5357,398,6236,512
5358,447,6180,512
5359,691,10116,1024
5360,984,15524,1024
5361,243,3596,256
5362,420,6620,512
5363,448,5240,512
5364,569,7000,512
5365,129,1312,128
5366,685,7140,512
5367,617,7020,512
5368,776,12076,1024
5369,412,4676,256
5370,319,4964,512
5371,403,5160,512
5372,742,11856,1024
5373,479,6848,512
5374,203,2424,256
5375,469,7236,512
5376,279,2808,256
5377,1104,15516,1024
5378,454,6792,512
5379,771,11968,1024
5380,351,4964,512
5381,414,6284,512
5382,308,3088,256
5383,448,6628,512
5384,256,3292,256
5385,515,6988,512
5386,274,2472,256
5387,169,1604,128
5388,461,6896,512
5389,663,10428,1024
5390,565,5588,512
5391,240,3032,256
5392,629,11164,1024
5393,581,6676,512
5394,475,6876,512
5395,509,6904,512
5396,414,5564,512
5397,588,9532,1024
5398,542,7012,512
5399,872,13736,1024
5400,298,4520,512
5401,231,2984,256
5402,875,13600,1024
5403,488,6884,512
5404,529,7192,512
5405,263,3164,256
5406,163,1420,128
5407,561,10192,1024
5408,699,11668,1024
5409,469,6912,512
5410,685,11580,1024
5411,415,3708,256
5412,517,6892,512
5413,509,7148,512
5414,481,6604,512
5415,646,8028,512
5416,380,5276,512
5417,421,3788,256
5418,212,2444,256
5419,475,7028,512
5420,538,6944,512
5421,222,2916,256
5422,635,6904,512
5423,644,10356,1024
5424,470,7376,512
5425,505,7564,512
5426,420,6128,512
5427,530,7572,512
5428,372,5936,512
5429,510,6896,512
5430,252,2960,256
5431,381,4872,512
5432,563,5232,512
5433,677,6968,512
5434,677,11636,1024
5435,426,5612,512
5436,1032,12488,1024
5437,432,6316,512
5438,291,3652,256
5439,282,3236,256
5440,646,11440,1024
5441,341,4068,256
5442,478,6808,512
5443,719,7732,512
5444,492,6512,512
5445,691,11496,1024
5446,1077,11912,1024
5447,180,1296,128
5448,286,3084,256
5449,705,12272,1024
5450,371,3004,256
5451,464,6232,512
5452,523,7332,512
5453,402,4616,512
5454,491,6252,512
5455,411,5236,512
5456,259,3060,256
5457,494,6640,512
5458,315,3680,256
5459,863,8640,512
5460,652,7748,512
5461,513,9452,1024
5462,706,8320,512
5463,886,11744,1024
5464,408,5312,512
5465,562,6868,512
5466,922,14044,1024
5467,822,13916,1024
5468,601,7328,512
5469,980,15428,1024
5470,259,3056,256
5471,325,3728,256
5472,894,15720,1024
5473,394,5936,512
5474,513,5364,512
5475,706,11532,1024
5476,407,6460,512
5477,351,5292,512
5478,136,1408,128
5479,801,11956,1024
5480,363,5612,512
5481,373,5236,512
5482,730,6500,512
5483,288,3652,256
5484,596,7064,512
5485,564,6948,512
5486,623,7132,512
5487,564,7008,512
5488,506,6824,512
5489,438,6588,512
5490,375,5404,512
5491,669,7216,512
5492,567,5280,512
5493,822,12044,1024
5494,446,6864,512
5495,248,2976,256
5496,143,1384,128
5497,484,6660,512
5498,352,3784,256
5499,486,6888,512
5500,752,7640,512
5501,241,3084,256
5502,337,5212,512
5503,437,6172,512
5504,675,8292,512
5505,539,6756,512
5506,402,5224,512
5507,434,6452,512
5508,572,6884,512
5509,328,3256,256
5510,481,6280,512
5511,801,7600,512
5512,468,6912,512
5513,458,6916,512
5514,310,2996,256
5515,227,2008,128
5516,194,2436,256
5517,442,6660,512
5518,966,15512,1024
5519,616,7904,512
5520,946,19928,2048
5521,639,7324,512
5522,623,11068,1024
5523,176,1520,128
5524,472,5188,512
5525,278,2676,256
5526,548,6564,512
5527,466,6784,512
5528,402,5272,512
5529,566,6896,512
5530,453,6904,512
5531,222,2640,256
5532,512,6912,512
5533,436,6128,512
5534,608,10236,1024
5535,476,7160,512
5536,268,3408,256
5537,244,3016,256
5538,426,5716,512
5539,657,10304,1024
5540,207,2552,256
5541,437,6812,512
5542,463,6828,512
5543,280,3688,256
5544,882,12152,1024
5545,410,5660,512
5546,227,1716,128
5547,539,7728,512
5548,274,2972,256
5549,444,6296,512
5550,419,5020,512
5551,312,4508,512
5552,659,7272,512
5553,342,5224,512
5554,305,4584,512
5555,720,12452,1024
5556,860,7500,512
5557,784,11640,1024
5558,187,2304,256
5559,562,7796,512
5560,710,11848,1024
5561,644,7252,512
5562,578,10192,1024
5563,289,3112,256
5564,1142,14036,1024
5565,1188,15652,1024
5566,784,13184,1024
5567,223,2820,256
5568,456,6836,512
5569,497,7052,512
5570,511,6812,512
5571,619,6872,512
5572,1195,8720,512
5573,414,6228,512
5574,928,15060,1024
5575,838,14064,1024
5576,516,7216,512
5577,738,7648,512
5578,118,1204,128
5579,927,11940,1024
5580,793,12008,1024
5581,575,5512,512
5582,320,4732,512
5583,445,6868,512
5584,567,6868,512
5585,370,6028,512
5586,291,3416,256
5587,141,1400,128
5588,430,6120,512
5589,521,6980,512
5590,742,11856,1024
5591,437,6604,512
5592,283,2972,256
5593,448,2868,256
5594,258,3312,256
5595,231,3048,256
5596,246,2176,128
5597,584,10796,1024
5598,679,11288,1024
5599,459,6764,512
5600,454,7092,512
5601,348,4952,512
5602,236,2996,256
5603,416,6008,512
5604,782,13996,1024
5605,514,6980,512
5606,524,7000,512
5607,386,5300,512
5608,643,8416,512
5609,310,4640,512
5610,883,11176,1024
5611,744,11628,1024
5612,887,13856,1024
5613,302,3652,256
5614,425,6212,512
5615,914,13656,1024
5616,448,6760,512
5617,253,2864,256
5618,582,7800,512
5619,577,10420,1024
5620,367,5072,512
5621,493,7300,512
5622,297,3148,256
5623,465,6980,512
5624,391,5856,512
5625,567,7928,512
5626,515,6960,512
5627,221,1836,128
5628,265,3192,256
5629,405,6324,512
5630,609,10136,1024
5631,247,3172,256
5632,348,5304,512
5633,486,6916,512
5634,753,11260,1024
5635,462,6640,512
5636,726,12552,1024
5637,770,13600,1024
5638,286,3076,256
5639,480,6956,512
5640,485,7008,512
5641,404,5612,512
5642,776,6656,512
5643,497,6896,512
5644,392,2572,256
5645,937,11912,1024
5646,117,1220,128
5647,254,2752,256
5648,637,10216,1024
5649,231,2808,256
5650,513,5932,512
5651,319,3732,256
5652,650,6944,512
5653,417,6516,512
5654,545,6600,512
5655,482,6868,512
5656,433,6596,512
5657,473,6956,512
5658,813,14028,1024
5659,458,4828,256
5660,862,11784,1024
5661,511,8380,512
5662,885,14068,1024
5663,264,3208,256
5664,266,3108,256
5665,472,6916,512
5666,623,7932,512
5667,392,5096,512
5668,498,6836,512
5669,589,6976,512
5670,550,7380,512
5671,372,5652,512
5672,629,10388,1024
5673,474,6904,512
5674,691,11620,1024
5675,621,7360,512
5676,235,3012,256
5677,329,5148,512
5678,416,5944,512
5679,237,2968,256
5680,596,6660,512
5681,730,11836,1024
5682,472,7192,512
5683,1044,15536,1024
5684,303,3284,256
5685,253,3248,256
5686,759,11936,1024
5687,101,684,64
5688,208,2428,256
5689,727,6068,512
5690,682,11008,1024
5691,573,6776,512
5692,427,6212,512
5693,231,3040,256
5694,354,5328,512
5695,176,1988,128
5696,595,7020,512
5697,676,8660,512
5698,325,5080,512
5699,301,3752,256
5700,179,2008,128
5701,702,7540,512
5702,166,2184,256
5703,638,10292,1024
5704,386,4788,512
5705,762,12132,1024
5706,364,2964,256
5707,425,6736,512
5708,287,4432,512
5709,249,3032,256
5710,226,2328,256
5711,244,3168,256
5712,244,3240,256
5713,608,6876,512
5714,500,6952,512
5715,351,5300,512
5716,723,11180,1024
5717,364,5612,512
5718,437,6660,512
5719,787,11996,1024
5720,600,6812,512
5721,329,5160,512
5722,425,6508,512
5723,652,11644,1024
5724,496,7568,512
5725,222,2384,256
5726,546,5404,512
5727,952,12896,1024
5728,250,3248,256
5729,223,2928,256
5730,417,6260,512
5731,519,7004,512
5732,538,7036,512
5733,574,7572,512
5734,367,4728,512
5735,322,4432,256
5736,559,7616,512
5737,360,5188,512
5738,226,2932,256
5739,352,5252,512
5740,711,12556,1024
5741,110,772,64
5742,450,6872,512
5743,406,6248,512
5744,802,14128,1024
5745,266,3088,256
5746,372,3152,256
5747,283,3076,256
5748,332,3088,256
5749,524,8388,512
5750,369,5328,512
5751,252,2992,256
5752,610,7076,512
5753,500,7124,512
5754,688,11960,1024
5755,629,7184,512
5756,521,6196,512
5757,261,2360,256
5758,571,8688,512
5759,354,4980,512
5760,794,7708,512
5761,282,3028,256
5762,517,7544,512
5763,458,6768,512
5764,396,5176,512
5765,239,3144,256
5766,447,6920,512
5767,323,4612,256
5768,610,7204,512
5769,748,11760,1024
5770,488,6296,512
5771,345,3332,256
5772,751,11796,1024
5773,962,12028,1024
5774,400,6172,512
5775,472,6844,512
5776,521,6996,512
5777,479,5484,512
5778,794,11820,1024
5779,483,6952,512
5780,372,5284,512
5781,655,7156,512
5782,525,7144,512
5783,443,5216,512
5784,419,5276,512
5785,616,8192,512
5786,511,6888,512
5787,480,6304,512
5788,305,3720,256
5789,590,6612,512
5790,372,5380,512
5791,425,4408,256
5792,425,6268,512
5793,635,10464,1024
5794,438,3416,256
5795,579,8024,512
5796,493,7512,512
5797,286,3008,256
5798,647,11220,1024
5799,367,3784,256
5800,466,6232,512
5801,687,11700,1024
5802,530,7060,512
5803,509,6896,512
5804,800,11848,1024
5805,510,6980,512
5806,374,3776,256
5807,632,10300,1024
5808,284,2988,256
5809,323,3428,256
5810,554,5328,512
5811,184,2328,256
5812,386,5180,512
5813,558,6608,512
5814,242,3060,256
5815,507,6760,512
5816,504,6848,512
5817,830,13912,1024
5818,387,4928,512
5819,211,1536,128
5820,186,2264,256
5821,246,2964,256
5822,386,6068,512
5823,669,6988,512
5824,631,6912,512
5825,462,6444,512
5826,537,7048,512
5827,247,3140,256
5828,937,15336,1024
5829,253,3036,256
5830,645,6296,512
5831,618,10244,1024
5832,348,5084,512
5833,703,7012,512
5834,170,1548,128
5835,301,3100,256
5836,296,3120,256
5837,546,7756,512
5838,481,6936,512
5839,471,6952,512
5840,628,7052,512
5841,273,3584,256
5842,484,6900,512
5843,268,3092,256
5844,744,11876,1024
5845,413,5768,512
5846,740,11916,1024
5847,446,6900,512
5848,237,3024,256
5849,294,4544,512
5850,223,2936,256
5851,441,6908,512
5852,795,13508,1024
5853,432,4888,512
5854,426,6180,512
5855,862,6904,512
5856,498,6976,512
5857,967,14740,1024
5858,1034,15540,1024
5859,277,3060,256
5860,472,5688,512
5861,242,3048,256
5862,322,3092,256
5863,470,7160,512
5864,962,15040,1024
5865,465,6236,512
5866,690,11780,1024
5867,393,5296,512
5868,543,6260,512
5869,240,3124,256
5870,922,14476,1024
5871,253,3520,256
5872,368,5456,512
5873,310,2852,256
5874,580,10140,1024
5875,470,6408,512
5876,362,5284,512
5877,431,6832,512
5878,357,5236,512
5879,518,6968,512
5880,739,12116,1024
5881,650,6824,512
5882,719,6400,512
5883,355,5328,512
5884,400,6244,512
5885,618,7016,512
5886,460,3132,256
5887,436,6844,512
5888,230,3024,256
5889,384,5632,512
5890,522,7196,512
5891,378,5756,512
5892,544,6888,512
5893,705,11932,1024
5894,628,8488,512
5895,500,7248,512
5896,348,5284,512
5897,411,5256,512
5898,400,5388,512
5899,899,7016,512
5900,489,7008,512
5901,277,3416,256
5902,206,2628,256
5903,454,5344,512
5904,910,14164,1024
5905,527,6904,512
5906,493,6872,512
5907,1045,11820,1024
5908,421,6528,512
5909,462,6300,512
5910,467,6840,512
5911,136,1388,128
5912,648,6956,512
5913,229,3016,256
5914,584,10112,1024
5915,601,9492,1024
5916,877,10220,1024
5917,523,6924,512
5918,390,5356,512
5919,594,8992,512
5920,116,1132,128
5921,308,3160,256
5922,150,1316,128
5923,425,5180,256
5924,75,560,64
5925,478,7036,512
5926,831,8476,512
5927,485,5700,512
5928,1079,14144,1024
5929,277,3316,256
5930,884,14740,1024
5931,708,11704,1024
5932,207,2592,256
5933,479,7024,512
5934,303,4352,256
5935,527,7152,512
5936,538,7008,512
5937,814,6964,512
5938,552,6972,512
5939,786,12128,1024
5940,595,6908,512
5941,563,7832,512
5942,621,8680,512
5943,506,6760,512
5944,789,12084,1024
5945,213,2824,256
5946,546,5304,512
5947,548,5536,512
5948,185,2352,256
5949,418,6620,512
5950,300,3644,256
5951,444,6888,512
5952,522,7640,512
5953,669,7004,512
5954,604,6956,512
5955,229,2952,256
5956,245,3192,256
5957,363,5328,512
5958,510,6864,512
5959,598,10096,1024
5960,565,8516,512
5961,775,11848,1024
5962,353,5328,512
5963,506,6904,512
5964,159,1744,128
5965,687,11424,1024
5966,346,2656,256
5967,464,6636,512
5968,981,15784,1024
5969,506,7072,512
5970,261,3040,256
5971,384,4772,256
5972,598,7816,512
5973,798,12852,1024
5974,690,11532,1024
5975,803,11040,1024
5976,748,11904,1024
5977,483,6904,512
5978,375,3388,256
5979,180,2264,256
5980,363,5504,512
5981,122,1260,128
5982,272,3636,256
5983,282,3172,256
5984,482,7028,512
5985,706,11856,1024
5986,177,1744,128
5987,492,6840,512
5988,117,1236,128
5989,506,6880,512
5990,438,6332,512
5991,310,3012,256
5992,688,10120,1024
5993,739,8260,512
5994,357,3824,256
5995,1070,15116,1024
5996,855,14060,1024
5997,573,7168,512
5998,194,1952,128
5999,851,11808,1024
6000,444,5200,512
6001,226,2636,256
6002,578,7224,512
6003,566,7288,512
6004,865,11560,1024
6005,489,6932,512
6006,857,11320,1024
6007,459,5956,512
6008,292,4524,512
6009,354,3500,256
6010,369,5164,512
6011,242,3136,256
6012,343,5304,512
6013,488,6900,512
6014,475,6860,512
6015,638,7744,512
6016,344,4868,512
6017,692,11928,1024
6018,478,7032,512
6019,238,2924,256
6020,672,6936,512
6021,625,7132,512
6022,430,5988,512
6023,398,5688,512
6024,774,12632,1024
6025,435,2084,128
6026,470,6548,512
6027,426,6556,512
6028,238,3056,256
6029,307,4232,256
6030,604,6964,512
6031,454,6976,512
6032,702,9100,512
6033,662,10360,1024
6034,366,3268,256
6035,140,1400,128
6036,356,5324,512
6037,427,6308,512
6038,422,5696,512
6039,486,6252,512
6040,309,3072,256
6041,433,6588,512
6042,137,1392,128
6043,498,6824,512
6044,275,3620,256
6045,441,6744,512
6046,383,5220,512
6047,455,6836,512
6048,479,6844,512
6049,410,6524,512
6050,352,3664,256
6051,657,6844,512
6052,410,5868,512
6053,731,11392,1024
6054,316,4492,512
6055,572,6984,512
6056,347,4592,256
6057,719,10268,1024
6058,528,6616,512
6059,575,6988,512
6060,791,12180,1024
6061,441,6420,512
6062,540,6920,512
6063,350,5184,512
6064,439,6336,512
6065,567,8460,512
6066,578,6912,512
6067,398,3536,256
6068,565,6988,512
6069,426,3396,256
6070,595,7572,512
6071,384,5212,512
6072,130,1304,128
6073,219,2388,256
6074,257,3388,256
6075,232,2976,256
6076,183,2280,256
6077,484,6852,512
6078,367,5304,512
6079,347,5344,512
6080,473,6648,512
6081,413,6324,512
6082,623,11212,1024
6083,504,6916,512
6084,552,7532,512
6085,508,5924,512
6086,355,5192,512
6087,222,2920,256
6088,949,14368,1024
6089,463,5196,512
6090,293,3140,256
6091,148,1256,128
6092,485,6892,512
6093,523,7308,512
6094,542,6944,512
6095,667,10584,1024
6096,1015,15516,1024
6097,844,12688,1024
6098,405,3408,256
6099,495,6840,512
6100,226,2944,256
6101,412,6088,512
6102,497,6164,512
6103,385,5268,512
6104,460,6940,512
6105,173,2208,256
6106,366,3788,256
6107,240,2988,256
6108,784,11768,1024
6109,440,6532,512
6110,253,3200,256
6111,432,6084,512
6112,615,10132,1024
6113,139,1396,128
6114,217,1908,128
6115,485,6876,512
6116,718,7044,512
6117,365,5876,512
6118,496,3236,256
6119,330,3284,256
6120,534,7180,512
6121,743,7004,512
6122,501,5508,512
6123,246,3004,256
6124,688,10196,1024
6125,824,13888,1024
6126,434,3552,256
6127,468,5168,512
6128,403,5520,512
6129,807,14148,1024
6130,840,13352,1024
6131,506,7012,512
6132,361,1688,128
6133,527,6896,512
6134,390,5464,512
6135,500,6832,512
6136,182,2064,128
6137,604,10992,1024
6138,834,11888,1024
6139,594,9116,512
6140,584,6856,512
6141,356,5020,512
6142,584,10500,1024
6143,301,4600,512
6144,435,4904,512
6145,211,2748,256
6146,647,10796,1024
6147,404,6548,512
6148,332,5192,512
6149,262,3020,256
6150,837,7656,512
6151,523,4220,256
6152,779,12080,1024
6153,687,10168,1024
6154,706,10464,1024
6155,645,10236,1024
6156,412,5172,512
6157,766,11828,1024
6158,397,3320,256
6159,533,7700,512
6160,466,6564,512
6161,442,6548,512
6162,428,6632,512
6163,496,6652,512
6164,473,6828,512
6165,461,3864,256
6166,455,7112,512
6167,812,14024,1024
6168,858,13972,1024
6169,351,5192,512
6170,528,6804,512
6171,461,6036,512
6172,1069,14064,1024
6173,551,7068,512
6174,435,6300,512
6175,365,5180,512
6176,870,14900,1024
6177,149,1300,128
6178,465,6872,512
6179,163,1884,128
6180,341,5132,512
6181,506,7328,512
6182,521,7052,512
6183,384,5536,512
6184,222,2940,256
6185,243,3048,256
6186,772,11884,1024
6187,466,5604,512
6188,427,6264,512
6189,939,12036,1024
6190,824,8564,512
6191,682,11064,1024
6192,427,6188,512
6193,539,6868,512
6194,713,7888,512
6195,266,3360,256
6196,604,7040,512
6197,473,5876,512
6198,354,2680,256
6199,487,6952,512
6200,337,5160,512
6201,464,6144,512
6202,502,6924,512
6203,232,2948,256
6204,431,6580,512
6205,368,5040,512
6206,349,4972,512
6207,304,4600,512
6208,616,6920,512
6209,472,6480,512
6210,384,3276,256
6211,256,2432,256
6212,565,7264,512
6213,432,4760,256
6214,485,6300,512
6215,288,4496,512
6216,815,11912,1024
6217,244,3080,256
6218,389,5208,512
6219,687,8000,512
6220,613,7328,512
6221,480,6900,512
6222,348,3236,256
6223,483,7292,512
6224,538,6496,512
6225,228,2968,256
6226,335,5232,512
6227,196,2444,256
6228,1139,15056,1024
6229,616,8232,512
6230,267,2692,256
6231,474,6924,512
6232,222,1984,128
6233,375,4292,256
6234,627,10300,1024
6235,518,6984,512
6236,579,6848,512
6237,733,6932,512
6238,497,6856,512
6239,425,5528,512
6240,519,6980,512
6241,347,5228,512
6242,275,3048,256
6243,612,7336,512
6244,558,10172,1024
6245,451,6936,512
6246,512,6840,512
6247,917,12324,1024
6248,535,6916,512
6249,443,6760,512
6250,660,10244,1024
6251,455,6624,512
6252,187,1676,128
6253,646,9220,512
6254,557,7372,512
6255,382,5544,512
6256,420,6136,512
6257,433,6168,512
6258,940,11924,1024
6259,162,1656,128
6260,300,3124,256
6261,787,12032,1024
6262,528,7056,512
6263,519,6824,512
6264,261,3004,256
6265,587,7576,512
6266,339,3328,256
6267,555,6968,512
6268,225,2960,256
6269,970,15820,1024
6270,497,7564,512
6271,211,2848,256
6272,526,7936,512
6273,350,3960,256
6274,550,6908,512
6275,393,6176,512
6276,255,3024,256
6277,746,10728,1024
6278,442,6700,512
6279,719,6600,512
6280,143,768,64
6281,704,11528,1024
6282,159,1396,128
6283,409,3320,256
6284,685,10204,1024
6285,452,6948,512
6286,805,11944,1024
6287,433,6688,512
6288,525,6928,512
6289,363,5080,512
6290,268,3016,256
6291,484,5288,512
6292,761,9336,512
6293,299,3484,256
6294,351,5420,512
6295,250,3068,256
6296,367,5232,512
6297,455,6216,512
6298,445,6848,512
6299,194,2432,256
6300,612,7396,512
6301,858,11796,1024
6302,404,6276,512
6303,569,8016,512
6304,363,3700,256
6305,412,5184,512
6306,844,13272,1024
6307,390,5460,512
6308,462,6964,512
6309,405,4884,512
6310,343,3792,256
6311,797,14060,1024
6312,349,5292,512
6313,391,4796,256
6314,476,6896,512
6315,182,2068,128
6316,352,3752,256
6317,463,6216,512
6318,425,6184,512
6319,686,11804,1024
6320,508,7880,512
6321,794,11004,1024
6322,344,2948,256
6323,438,5756,512
6324,387,5908,512
6325,471,6396,512
6326,414,6568,512
6327,492,6896,512
6328,447,6660,512
6329,326,3232,256
6330,1128,13112,1024
6331,527,7172,512
6332,430,5892,512
6333,669,10292,1024
6334,437,6892,512
6335,587,7000,512
6336,359,3228,256
6337,510,7008,512
6338,940,14496,1024
6339,476,6772,512
6340,292,3236,256
6341,202,2388,256
6342,570,10292,1024
6343,393,5536,512
6344,797,11916,1024
6345,460,5884,512
6346,630,10276,1024
6347,597,6920,512
6348,443,6664,512
6349,425,5520,512
6350,216,2624,256
6351,341,5312,512
6352,298,3772,256
6353,617,5384,512
6354,184,2272,256
6355,305,3676,256
6356,267,3136,256
6357,545,6880,512
6358,415,6188,512
6359,317,3144,256
6360,382,5312,512
6361,232,3228,256
6362,493,6792,512
6363,477,7020,512
6364,317,3052,256
6365,514,6740,512
6366,595,7064,512
6367,575,3796,256
6368,437,6296,512
6369,474,7336,512
6370,639,7000,512
6371,813,9760,1024
